name;old_size;new_size;operations;algo;set;action;num
set_40_1_3.haff;30009;40965;552464;haff;1;d;3
set_60_2_1.haff;47573;65547;896750;haff;2;d;1
set_80_2_2.haff;59309;81934;1112654;haff;2;d;2
set_20_2_3.haff;18222;24581;356819;haff;2;d;3
set_3_3_3.haff;2343036;3006959;42880798;haff;3;d;3
set_100_3_2.haff;83555;106511;1569180;haff;3;d;2
set_20_3_2.haff;19861;24581;404414;haff;3;d;2
set_80_1_3.haff;59768;81930;1099335;haff;1;d;3
set_3_2_2.haff;2160275;3006968;39754129;haff;2;d;2
set_3_1_2.haff;2185404;3006831;40160044;haff;1;d;2
set_2_1_1.haff;1458962;2007285;26810990;haff;1;d;1
set_100_1_1.haff;77611;106509;1427246;haff;1;d;1
set_20_2_1.haff;18202;24582;356471;haff;2;d;1
set_2_3_1.haff;1564668;2007370;28648959;haff;3;d;1
set_60_2_2.haff;47568;65548;896677;haff;2;d;2
set_40_2_3.haff;29947;40970;572534;haff;2;d;3
set_60_1_2.haff;47856;65544;880448;haff;1;d;2
set_40_1_2.haff;30000;40965;552310;haff;1;d;2
set_2_3_3.haff;1564555;2007350;28647012;haff;3;d;3
set_1_2_1.haff;724456;1007782;13346016;haff;2;d;1
set_40_2_2.haff;29988;40966;573234;haff;2;d;2
set_40_3_3.haff;32634;40967;637964;haff;3;d;3
set_80_2_1.haff;59301;81931;1112532;haff;2;d;1
set_3_3_2.haff;2343274;3006935;42884832;haff;3;d;2
set_80_3_1.haff;64449;81932;1219775;haff;3;d;1
set_100_3_1.haff;83701;106510;1571597;haff;3;d;1
set_80_1_3.shan;59807;81930;1258713;shan;1;d;3
set_40_1_2.shan;30036;40965;629708;shan;1;d;2
set_60_1_3.shan;47901;65544;1007153;shan;1;d;3
set_2_2_3.shan;1445039;2007378;30580114;shan;2;d;3
set_2_3_2.shan;1564958;2007354;32616764;shan;3;d;2
set_20_2_2.shan;18279;24581;376808;shan;2;d;2
set_20_1_3.shan;18134;24579;378219;shan;1;d;3
set_40_3_3.shan;32682;40967;668898;shan;3;d;3
set_20_3_2.shan;19890;24581;402279;shan;3;d;2
set_20_1_1.shan;18130;24579;378148;shan;1;d;1
set_1_2_2.shan;725761;1007775;15353579;shan;2;d;2
set_80_2_2.shan;59537;81934;1250250;shan;2;d;2
set_1_1_3.shan;732692;1007739;15475182;shan;1;d;3
set_100_1_1.shan;77676;106509;1636220;shan;1;d;1
set_80_2_3.shan;59651;81935;1252191;shan;2;d;3
set_20_2_1.shan;18275;24582;376739;shan;2;d;1
set_3_2_2.shan;2164867;3006968;45815960;shan;2;d;2
set_60_2_3.shan;47787;65547;1001346;shan;2;d;3
set_40_2_1.shan;30069;40966;626387;shan;2;d;1
set_1_1_2.shan;732706;1007739;15475420;shan;1;d;2
set_100_3_3.shan;83712;106514;1733056;shan;3;d;3
set_60_3_1.shan;51852;65548;1068538;shan;3;d;1
set_3_3_2.shan;2343808;3006935;48855957;shan;3;d;2
set_1_1_1.shan;732700;1007739;15475318;shan;1;d;1
set_20_2_3.shan;18300;24581;377159;shan;2;d;3
set_80_1_2.shan;59806;81930;1258696;shan;1;d;2
set_60_3_3.shan;51811;65547;1067844;shan;3;d;3
set_40_2_2.shan;30109;40966;627067;shan;2;d;2
set_1_3_1.shan;785787;1007785;16372150;shan;3;d;1
set_2_1_1.shan;1459177;2007285;30824065;shan;1;d;1
set_100_3_2.shan;83641;106511;1731843;shan;3;d;2
set_60_1_1.shan;47900;65544;1007136;shan;1;d;1
set_80_3_3.shan;64758;81932;1337098;shan;3;d;3
set_3_1_2.shan;2185691;3006831;46173444;shan;1;d;2
set_20_3_1.shan;19900;24579;402447;shan;3;d;1
set_100_2_3.shan;77160;106513;1623579;shan;2;d;3
set_40_3_1.shan;32745;40967;669982;shan;3;d;1
set_20_1_2.shan;18133;24579;378199;shan;1;d;2
set_2_1_3.shan;1459190;2007285;30824286;shan;1;d;3
set_2_3_3.shan;1564924;2007350;32616168;shan;3;d;3
set_80_3_2.shan;64520;81931;1333049;shan;3;d;2
set_40_1_1.shan;30037;40965;629725;shan;1;d;1
set_1_3_3.shan;786236;1007778;16379756;shan;3;d;3
set_3_2_3.shan;2164981;3006965;45817895;shan;2;d;3
set_1_2_1.shan;726084;1007782;15359100;shan;2;d;1
set_60_2_1.shan;47779;65547;1001203;shan;2;d;1
set_40_2_3.shan;30078;40970;626558;shan;2;d;3
set_60_2_2.shan;47746;65548;1000648;shan;2;d;2
set_80_3_1.shan;64521;81932;1333060;shan;3;d;1
set_100_2_2.shan;77215;106516;1624529;shan;2;d;2
set_2_1_2.shan;1459199;2007285;30824442;shan;1;d;2
set_60_3_2.shan;51944;65546;1070099;shan;3;d;2
set_1_2_3.shan;726368;1007783;15363931;shan;2;d;3
set_40_1_3.shan;30038;40965;629745;shan;1;d;3
set_60_1_2.shan;47902;65544;1007167;shan;1;d;2
set_2_3_1.shan;1565095;2007370;32619141;shan;3;d;1
set_100_1_2.shan;77669;106509;1636104;shan;1;d;2
set_2_2_1.shan;1444790;2007381;30575896;shan;2;d;1
set_3_2_1.shan;2164260;3006951;45805590;shan;2;d;1
set_40_3_2.shan;32700;40965;669201;shan;3;d;2
set_100_1_3.shan;77675;106509;1636206;shan;1;d;3
set_3_3_3.shan;2343584;3006959;48852215;shan;3;d;3
set_80_1_1.shan;59810;81930;1258764;shan;1;d;1
set_3_1_1.shan;2185690;3006831;46173424;shan;1;d;1
set_1_3_2.shan;785979;1007775;16375375;shan;3;d;2
set_3_3_1.shan;2343503;3006948;48850805;shan;3;d;1
set_80_2_1.shan;59529;81931;1250108;shan;2;d;1
set_100_2_1.shan;77126;106512;1623007;shan;2;d;1
set_3_1_3.shan;2185676;3006831;46173186;shan;1;d;3
set_20_3_3.shan;19910;24580;402620;shan;3;d;3
set_100_3_1.shan;83778;106510;1734169;shan;3;d;1
set_2_2_2.shan;1445513;2007375;30588166;shan;2;d;2
